Mod:Item:MetaData, Localized Name
scannable:module_block, Scanner Module: Block
scannable:module_structure, Scanner Module: Structures
scannable:module_fluid, Scanner Module: Fluids
scannable:module_entity, Scanner Module: Entity
simplyarrows:arrow_bone, Bone Arrow
simplyarrows:arrow_flint, Flint Arrow
simplyarrows:arrow_iron, Iron Arrow
simplyarrows:arrow_flame, Flame Arrow
simplyarrows:arrow_cake, Cake Arrow
simplyarrows:arrow_torch, Torch Arrow
simplyarrows:arrow_love, Love Arrow
simplyarrows:arrow_tnt, TNT Arrow
sct:stone_crafting_plate, Stone Crafting Plate
sct:stone_stick, Stone Stick
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:framingtable, Framing Table
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
vulcanite:vulcanite_ingot, Vulcanite Ingot
vulcanite:vulcanite_nugget, Vulcanite Nugget
vulcanite:vulcanite_pickaxe, item.null.name
vulcanite:vulcanite_shovel, item.null.name
vulcanite:vulcanite_axe, item.null.name
vulcanite:vulcanite_hoe, item.null.name
vulcanite:vulcanite_sword, item.null.name
vulcanite:flint_and_vulcanite, item.null.name
vulcanite:vulcanite_helmet, item.null.name
vulcanite:vulcanite_chestplate, item.null.name
vulcanite:vulcanite_leggings, item.null.name
vulcanite:vulcanite_boots, item.null.name
vulcanite:vulcanite_block, Vulcanite Block
vulcanite:vulcanite_ore, Vulcanite Ore
vulcanite:nether_vulcanite_ore, Nether Vulcanite Ore
xlfoodmod:rock_salt, Rock Salt
xlfoodmod:grass, Grass
xlfoodmod:vanilla_flower, Vanilla Flower
xlfoodmod:rice_plant, Rice Plant
xlfoodmod:pepper_plant, Pepper Plant
xlfoodmod:corn_plant, Corn Plant
xlfoodmod:cucumber_plant, Cucumber Plant
xlfoodmod:lettuce_plant, Lettuce Plant
xlfoodmod:onion_plant, Onion Plant
xlfoodmod:tomato_plant, Tomato Plant
xlfoodmod:strawberry_plant, Strawberry Plant
xlfoodmod:chocolate_cake, Chocolate Cake
xlfoodmod:oreo_cake, Oreo Cake
xlfoodmod:cheese_cake, Cheese Cake
xlfoodmod:nether_cake, Nether Cake
xlfoodmod:strawberry_cake, Strawberry Cake
xlfoodmod:pumpkin_cake, Pumpkin Cake
xlfoodmod:pizza, Pizza
xlfoodmod:rice_seeds, Rice Seeds
xlfoodmod:rice, Rice
xlfoodmod:butter_rice, Butter Rice
xlfoodmod:fried_rice, Fried Rice
xlfoodmod:pepper_seeds, Pepper Seeds
xlfoodmod:pepper, Pepper
xlfoodmod:corn_seeds, Corn Seeds
xlfoodmod:raw_corn, Raw Corn
xlfoodmod:corn, Corn
xlfoodmod:cucumber_seeds, Cucumber Seeds
xlfoodmod:cucumber, Cucumber
xlfoodmod:lettuce_seeds, Lettuce Seeds
xlfoodmod:lettuce, Lettuce
xlfoodmod:onion, Onion
xlfoodmod:tomato_seeds, Tomato Seeds
xlfoodmod:tomato, Tomato
xlfoodmod:strawberry_seeds, Strawberry Seeds
xlfoodmod:strawberry, Strawberry
xlfoodmod:salt, Salt
xlfoodmod:dough, Dough
xlfoodmod:cooked_dough, Cooked Dough
xlfoodmod:crouton, Crouton
xlfoodmod:butter, Butter
xlfoodmod:cheese, Cheese
xlfoodmod:cheese_puff, Cheese Puff
xlfoodmod:chips, Chips
xlfoodmod:salty_chips, Salty Chips
xlfoodmod:spicy_chips, Spicy Chips
xlfoodmod:onion_rings, Onion Rings
xlfoodmod:cheesy_bread, Cheesy Bread
xlfoodmod:potato_bread, Potato Bread
xlfoodmod:corn_bread, Corn Bread
xlfoodmod:rice_bread, Rice Bread
xlfoodmod:baguette, Baguette
xlfoodmod:fried_egg, Fried Egg
xlfoodmod:pancake, Pancake
xlfoodmod:waffle, Waffle
xlfoodmod:macaroni_and_cheese, Macaroni and Cheese
xlfoodmod:spaghetti, Spaghetti
xlfoodmod:enchilada, Enchilada
xlfoodmod:lasagne, Lasagne
xlfoodmod:jambon_beurre, Jambon-Beurre
xlfoodmod:flesh, Dried Flesh
xlfoodmod:ham, Ham
xlfoodmod:sausage, Sausage
xlfoodmod:bacon, Bacon
xlfoodmod:beef_jerky, Beef Jerky
xlfoodmod:ground_beef, Ground Beef
xlfoodmod:raw_chicken_wing, Raw Chicken Wing
xlfoodmod:cooked_chicken_wing, Cooked Chicken Wing
xlfoodmod:spicy_chicken_wing, Spicy Chicken Wing
xlfoodmod:bucket_of_fried_chicken, Bucket of Fried Chicken
xlfoodmod:top_bun, Top Bun
xlfoodmod:bottom_bun, Bottom Bun
xlfoodmod:hamburger, Hamburger
xlfoodmod:chickenburger, Chickenburger
xlfoodmod:cheeseburger, Cheeseburger
xlfoodmod:hot_dog, Hot Dog
xlfoodmod:sausage_roll, Sausage Roll
xlfoodmod:slice_of_pizza, Slice of Pizza
xlfoodmod:tortilla, Tortilla
xlfoodmod:taco, Taco
xlfoodmod:burrito, Burrito
xlfoodmod:kebab, Kebab
xlfoodmod:chicken_sandwich, Chicken Sandwich
xlfoodmod:blt_sandwich, BLT Sandwich
xlfoodmod:breakfast_sandwich, Breakfast Sandwich
xlfoodmod:grilled_cheese_sandwich, Grilled Cheese Sandwich
xlfoodmod:icecream_sandwich, Ice Cream Sandwich
xlfoodmod:bowl, Bowl
xlfoodmod:garden_salad, Garden Salad
xlfoodmod:chicken_salad, Chicken Salad
xlfoodmod:caesar_salad, Caesar Salad
xlfoodmod:onion_salad, Onion Salad
xlfoodmod:taco_salad, Taco Salad
xlfoodmod:cucumber_soup, Cucumber Soup
xlfoodmod:tomato_soup, Tomato Soup
xlfoodmod:vegetable_soup, Vegetable Soup
xlfoodmod:chicken_soup, Chicken Soup
xlfoodmod:beef_stew, Beef Stew
xlfoodmod:pumpkin_stew, Pumpkin Stew
xlfoodmod:caramel_apple, Caramel Apple
xlfoodmod:marshmallow, Marshmallow
xlfoodmod:roasted_marshmallow, Roasted Marshmallow
xlfoodmod:oreo_cookie, Oreo Cookie
xlfoodmod:twinkie, Twinkie
xlfoodmod:brownie, Brownie
xlfoodmod:bourbon_biscuit, Bourbon Biscuit
xlfoodmod:chocolate, Chocolate
xlfoodmod:chocolate_icecream_ball, Chocolate Ice Cream Ball
xlfoodmod:vanilla_icecream_ball, Vanilla Ice Cream Ball
xlfoodmod:strawberry_icecream_ball, Strawberry Ice Cream Ball
xlfoodmod:icecream_cone, Ice Cream Cone
xlfoodmod:chocolate_icecream, Chocolate Ice Cream
xlfoodmod:vanilla_icecream, Vanilla Ice Cream
xlfoodmod:strawberry_icecream, Strawberry Ice Cream
xlfoodmod:crescent_roll, Crescent Roll
xlfoodmod:donut, Donut
xlfoodmod:sugar_donut, Sugar Donut
xlfoodmod:chocolate_donut, Chocolate Donut
xlfoodmod:vanilla_donut, Vanilla Donut
xlfoodmod:paper_cup, Paper Cup
xlfoodmod:vanilla_cupcake, Vanilla Cupcake
xlfoodmod:chocolate_cupcake, Chocolate Cupcake
xlfoodmod:oreo_cupcake, Oreo Cupcake
xlfoodmod:strawberry_cupcake, Strawberry Cupcake
xlfoodmod:pie_shell, Pie Shell
xlfoodmod:apple_pie, Apple Pie
xlfoodmod:golden_apple_pie, Golden Apple Pie
xlfoodmod:cheese_pie, Cheese Pie
xlfoodmod:chicken_pot_pie, Chicken Pot Pie
xlfoodmod:chocolate_pie, Chocolate Pie
xlfoodmod:bacon_pie, Bacon Pie
xlfoodmod:fish_pie, Fish Pie
xlfoodmod:strawberry_pie, Strawberry Pie
xlfoodmod:tomato_sauce, Tomato Sauce
xlfoodmod:hot_sauce, Hot Sauce
xlfoodmod:chocolate_syrup, Chocolate Syrup
xlfoodmod:vanilla_extract, Vanilla Extract
xlfoodmod:vanilla_cream, Vanilla Cream
xlfoodmod:empty_can, Empty Can
xlfoodmod:speedy_energy_drink, Speedy Energy Drink
xlfoodmod:healthy_energy_drink, Healthy Energy Drink
xlfoodmod:stealthy_energy_drink, Stealthy Energy Drink
xlfoodmod:strong_energy_drink, Strong Energy Drink
xlfoodmod:deadly_energy_drink, Deadly Energy Drink
xlfoodmod:super_energy_drink, Super Energy Drink
xlfoodmod:glass_mug, Glass Mug
xlfoodmod:beer, Beer
xlfoodmod:coffee_cup, Coffee Cup
xlfoodmod:coffee, Coffee
xlfoodmod:cappuccino, Cappuccino
xnet:xnet_manual, XNet Manual
xnet:connector_upgrade, Connector Upgrade Kit
xnet:facade, Facade
xnet:redstone_proxy, Redstone Proxy
xnet:redstone_proxy_upd, Redstone Proxy (update)
xnet:netcable:0, Blue Network Cable
xnet:netcable:1, Red Network Cable
xnet:netcable:2, Yellow Network Cable
xnet:netcable:3, Green Network Cable
xnet:netcable:4, Routing Network Cable
xnet:connector:0, Blue Connector
xnet:connector:1, Red Connector
xnet:connector:2, Yellow Connector
xnet:connector:3, Green Connector
xnet:connector:4, Routing Connector
xnet:advanced_connector:0, Advanced Blue Connector
xnet:advanced_connector:1, Advanced Red Connector
xnet:advanced_connector:2, Advanced Yellow Connector
xnet:advanced_connector:3, Advanced Green Connector
xnet:controller, Controller
xnet:router, Router
xnet:wireless_router, Wireless Router
xnet:antenna, Antenna
xnet:antenna_base, Antenna Base
xnet:antenna_dish, Antenna Dish
densemetals:dense_iron_ore, Dense Iron Ore 
densemetals:dense_coal_ore, Dense Coal Ore 
densemetals:dense_gold_ore, Dense Gold Ore 
densemetals:dense_diamond_ore, Dense Diamond Ore 
densemetals:dense_emerald_ore, Dense Emerald Ore 
densemetals:dense_lapis_ore, Dense Lapis Ore 
densemetals:dense_redstone_ore, Dense Redstone Ore 
densemetals:dense_quartz_ore, Dense Quartz Ore 
densemetals:dense_nether_iron_ore, Dense Nether Iron Ore 
densemetals:dense_nether_coal_ore, Dense Nether Coal Ore 
densemetals:dense_nether_gold_ore, Dense Nether Gold Ore 
densemetals:dense_nether_diamond_ore, Dense Nether Diamond Ore 
densemetals:dense_nether_emerald_ore, Dense Nether Emerald Ore 
densemetals:dense_nether_lapis_ore, Dense Nether Lapis Ore 
densemetals:dense_nether_redstone_ore, Dense Nether Redstone Ore 
densemetals:dense_aluminum_ore, Dense Aluminum Ore 
densemetals:dense_copper_ore, Dense Copper Ore 
densemetals:dense_iridium_ore, Dense Iridium Ore 
densemetals:dense_lead_ore, Dense Lead Ore 
densemetals:dense_mithril_ore, Dense Mithril Ore 
densemetals:dense_nickel_ore, Dense Nickel Ore 
densemetals:dense_platinum_ore, Dense Platinum Ore 
densemetals:dense_silver_ore, Dense Silver Ore 
densemetals:dense_tin_ore, Dense Tin Ore 
densemetals:dense_nether_aluminum_ore, Dense Nether Aluminum Ore 
densemetals:dense_nether_copper_ore, Dense Nether Copper Ore 
densemetals:dense_nether_iridium_ore, Dense Nether Iridium Ore 
densemetals:dense_nether_lead_ore, Dense Nether Lead Ore 
densemetals:dense_nether_mithril_ore, Dense Nether Mithril Ore 
densemetals:dense_nether_nickel_ore, Dense Nether Nickel Ore 
densemetals:dense_nether_platinum_ore, Dense Nether Platinum Ore 
densemetals:dense_nether_silver_ore, Dense Nether Silver Ore 
densemetals:dense_nether_tin_ore, Dense Nether Tin Ore 
densemetals:dense_adamantine_ore, Dense Adamantine Ore 
densemetals:dense_coldiron_ore, Dense Cold-Iron Ore 
densemetals:dense_starsteel_ore, Dense Starsteel Ore 
densemetals:dense_zinc_ore, Dense Zinc Ore 
densemetals:dense_mercury_ore, Dense Mercury Ore 
densemetals:dense_antimony_ore, Dense Antimony Ore 
densemetals:dense_bismuth_ore, Dense Bismuth Ore 
densemetals:dense_boron_ore, Dense Boron Ore 
densemetals:dense_thorium_ore, Dense Thorium Ore 
densemetals:dense_beryllium_ore, Dense Beryllium Ore 
densemetals:dense_cadmium_ore, Dense Cadmium Ore 
densemetals:dense_chromium_ore, Dense Chromium Ore 
densemetals:dense_magnesium_ore, Dense Magnesium Ore 
densemetals:dense_manganese_ore, Dense Manganese Ore 
densemetals:dense_osmium_ore, Dense Osmium Ore 
densemetals:dense_plutonium_ore, Dense Plutonium Ore 
densemetals:dense_rutile_ore, Dense Rutile Ore 
densemetals:dense_tantalum_ore, Dense Tantalum Ore 
densemetals:dense_tungsten_ore, Dense Tungsten Ore 
densemetals:dense_uranium_ore, Dense Uranium Ore 
densemetals:dense_zirconium_ore, Dense Zirconium Ore 
superores:super_coal, Super Coal Ore
superores:super_iron, Super Iron Ore
superores:super_redstone, Super Redstone Ore
superores:super_lapis, Super Lapis Ore
superores:super_gold, Super Gold Ore
superores:super_diamond, Super Diamond Ore
superores:super_emerald, Super Emerald Ore
superores:super_quartz, Super Quartz Ore
superores:super_aluminum, Super Aluminum Ore
superores:super_copper, Super Copper Ore
superores:super_lead, Super Lead Ore
superores:super_nickel, Super Nickel Ore
superores:super_silver, Super Silver Ore
superores:super_platinum, Super Platinum Ore
superores:super_tin, Super Tin Ore
superores:super_iridium, Super Iridium Ore
superores:super_certus, Super Certus Quartz Ore
additionalcompression:pearlender_compressed, %s Ender Pearl
additionalcompression:rodblaze_compressed, %s Blaze
additionalcompression:slime_compressed:1, Double Compressed Slime
additionalcompression:slime_compressed:2, Triple Compressed Slime
heartdrops:heart, Heart
heartdrops:half_heart, Half Heart
heartdrops:golden_heart, Golden Heart
heartdrops:crystal_heart, Crystal Heart
patchouli:guide_book, Guide Book
base:wrench, Wrench
betterslimes:null_item, item.null_item.name
betterslimes:red_slime, Red Slimeball
betterslimes:purple_slime, Purple Slimeball
betterslimes:yellow_slime, Yellow Slimeball
betterslimes:black_slime, Black Slimeball
betterslimes:blue_slime, Blue Slimeball
byg:cherryleavespink, Pink Cherry Leaves
byg:cherryleaveswhite, White Cherry Leaves
byg:cherrylog, Cherry Log
byg:cherryplanks, Cherry Planks
byg:cikaleaves, Cika Leaves
byg:cikalog, Cika Log
byg:cikaplanks, Cika Planks
byg:enchantedleavesblue, Blue Enchanted Leaves
byg:enchantedleavespink, Pink Enchanted Leaves
byg:enchantedleavespurple, Purple Enchanted Leaves
byg:enchantedlog, Blue Enchanted Log
byg:enchantedplanks, Blue Enchanted Planks
byg:greatoakleaves, Great Oak Leaves
byg:greatoaklog, Great Oak Log
byg:greatoakplanks, Great Oak Planks
byg:jacarandaleaves, Jacaranda Leaves
byg:jacarandalog, Jacaranda Log
byg:jacarandaplanks, Jacaranda Planks
byg:mangroveleaves, Mangrove Leaves
byg:mangrovelog, Mangrove Log
byg:mangroveplanks, Mangrove Planks
byg:mapleleavesred, Red Maple Leaves
byg:mapleleavessilver, Silver Maple Leaves
byg:maplelog, Maple Log
byg:mapleplanks, Maple Planks
byg:frozenoakleaves, Frozen Oak Leaves
byg:frozenoaklog, Frozen Oak Log
byg:frozenoakplanks, Frozen Oak Planks
byg:oakleavesdrybrown, Dry Brown Oak Leaves
byg:oakleavesdrygreen, Green Dry Oak Leaves
byg:oakleavesorange, Orange Oak Leaves
byg:oakleavesred, Red Oak Leaves
byg:orchardleaves, Orchard Leaves
byg:orchardleavesapple, Apple Orchard Leaves
byg:orchardleavesflowering, Flowering Orchard Leaves
byg:paloverdeleaves, Palo Verde Leaves
byg:paloverdeleavesflowering, Flowering Palo Verde Leaves
byg:paloverdelog, Palo Verde Log
byg:pineleaves, Pine Leaves
byg:pinelog, Pine Log
byg:pineplanks, Pine Planks
byg:skyrisleaves, Skyris Leaves
byg:skyrisleavesgreenapple, Green Apple Skyris Leaves
byg:skyrislog, Skyris Log
byg:skyrisplanks, Skyris Planks
byg:sonorancactus, Sonoran Cactus
byg:sonorancactusflowering, Flowering Sonoran Cactus
byg:spruceleavesblue, Blue Spruce Leaves
byg:spruceleavesorange, Orange Spruce Leaves
byg:spruceleavesred, Red Spruce Leaves
byg:spruceleavesyellow, Yellow Spruce Leaves
byg:stellataleavespink, Pink Stellata Leaves
byg:stellataleaveswhite, Stellata Leaves White
byg:willowleaves, Willow Leaves
byg:willowlog, Willow Log
byg:willowplanks, Willow Planks
byg:birchleavesyellow, Yellow Birch Leaves
byg:zelkovaleaves, Zelkova Leaves
byg:zelkovalog, Zelkova Log
byg:zelkovaplanks, Zelkova Planks
byg:glowshroomblockblue, Blue Glowshroom Block
